ID,logFC,Pvalue
TOR1B,-1.119527175,0.014719942
C9orf78,0.126727477,0.047028872
SMC2,-0.033287739,5.95E-06
KLF4,1.270978819,0.015413963
TOR1A,-0.338495671,7.83E-06
FAM129B,1.275124149,0.834990281
DAB2IP,-0.31990906,0.562952373
STXBP1,0.049724212,0.011415474
CDK5RAP2,0.126814479,0.457469791
SLC31A1,-0.214470493,0.249291417
STX17,0.15167042,0.317749233
PRPF4,0.419231129,0.090065166
FPGS,-0.826580241,0.010240792
USP20,-0.127010497,0.376366578
ATP6V1G1,0.126734915,0.507517984
TEX10,-0.815617165,0.000437253
MRPL50,0.605417168,0.394808062
PSMB7,1.655585206,0.00282868
RABEPK,-0.561138471,0.567781647
GOLGA1,-0.003493408,0.238094762
XPA,-0.376086914,0.037865464
NCBP1,0.303985783,0.466823001
ANP32B,0.446218184,0.01493437
PDCL,-0.190727799,0.379090186
RPL35,1.234704425,0.02699105
ARPC5L,-0.501431496,0.026000678
DSCC1,0.297206659,0.515108386
DERL1,-0.348510873,0.211523513
TMEM261,-0.194975519,0.467425198
RANBP6,-0.547319585,0.603013785
POLR1E,-1.360106591,0.108268297
PLAA,0.423615182,0.736004311
UBAP2,0.676520027,0.30376948
APTX,-0.304501036,0.74019737
TLN1,1.432686068,6.43E-14
DCTN3,-0.269358816,0.841944434
GRHPR,1.04446746,0.04657149
ALDH1B1,0.213075125,2.24E-05
HINT2,0.570418305,0.58309734
DENND4C,-0.733655934,0.384804012
RPS6,0.311900876,0.006067444
CNPY3,0.595471728,0.218797789
FOXP4,-0.331188886,0.345844213
PPIL1,0.107129416,0.933588979
KLC4,-0.88515642,0.042791955
KIF13A,-0.113554142,0.895501289
GMPR,1.090468755,0.779327475
CMTR1,-0.077785989,0.002215169
YIPF3,0.210433597,0.053648248
TJAP1,0.944873901,0.717115898
TUBB2A,0.285598306,0.573060273
LRRC1,-0.602288087,0.049576744
BPHL,0.17658793,0.636733672
RIPK1,0.243200416,0.017569152
UQCC2,-0.66008429,0.080078076
HMGA1,1.176376494,0.70291059
TCF19,-0.236370598,0.723763871
FLOT1,0.557749814,0.950367158
IER3,-0.453333588,0.044070461
MDC1,0.503732834,0.891235037
TPMT,-0.791407075,0.133960208
NRM,0.12481173,0.103361827
MTCH1,-0.113029241,0.394247744
VARS2,-0.024294819,0.761805987
TAF8,-0.373598546,0.02302085
ARRB1,-0.87593833,0.085381308
PRKRIR,0.352509441,0.031073769
NUMA1,0.580449699,0.005063461
CCDC90B,0.422209414,0.733609608
RAB30,-1.41169388,0.078900743
PRCP,-0.8059871,0.246752849
NARS2,-0.940183536,0.016865562
MRPL15,0.304136474,0.081163643
GGH,-0.220100048,0.429885675
SDCBP,0.584811773,0.601893004
DDX60,1.986362599,5.61E-06
BUD13,0.376745449,0.39260449
DCUN1D5,-1.575958479,0.007057803
YAP1,1.665241629,0.13440613
RDX,1.535541733,0.679613269
PPP2R1B,-0.61111471,0.004623077
FDX1,-0.136548914,0.274650324
CASP1,2.272401299,0.006959454
ALKBH8,-0.858049187,0.163743572
SQRDL,0.914926823,0.568156942
CTDSPL2,0.706500534,0.512319445
SLTM,1.655925328,0.005355226
THBS1,-0.420997789,0.915536964
NUSAP1,-0.216106411,0.863189458
NDUFAF1,-0.416644829,0.009427336
KIF23,0.451816624,0.079447737
CASC5,-0.280018095,0.000807466
HAUS2,-0.583890034,0.070527163
RTF1,-0.498963554,0.752932055
RPLP1,-0.103784671,0.053562029
TUBGCP4,-0.82654736,0.533644149
RMDN3,0.394942567,0.501830258
UACA,-0.276133545,0.038198727
TMEM62,0.24758007,0.642609873
ADAM10,-0.025295217,0.845751678
RSL24D1,0.292857726,0.642377661
BCAR3,0.992769697,2.57E-05
FNBP1L,0.038684783,0.005448414
CCBL2,-0.186092661,0.729291764
GTF2B,-0.526033127,0.338393403
RABGGTB,-0.210361936,0.280493602
ARHGAP29,-0.409037423,4.14E-05
DBT,0.045836031,0.265759723
RTCA,-0.435433324,0.015313171
IFT172,-0.005107096,0.941646288
EPT1,-1.157374129,0.167951671
HADHB,0.27672578,0.718841586
PPM1B,-0.265174569,0.038374365
PNPT1,0.247200828,0.42666928
THUMPD2,-1.801965205,0.125699116
RAB1A,-0.019908833,0.070381958
ACTR2,0.286271625,0.259354412
PREB,-0.572379105,0.437981857
SLC5A6,-0.43989822,0.014696621
FBXO11,-0.716266579,0.456569272
CENPO,0.105653837,0.550470483
LRPPRC,0.330160539,0.000107692
DTNB,-0.70429718,0.053303737
ACTR1A,0.466346215,0.012787052
MYOF,1.388776271,3.31E-05
STAMBPL1,0.50641806,0.470548513
ATAD1,0.479410864,0.682870539
KIF11,-0.131376296,0.209226216
TACC2,0.100000203,0.030529184
ARL3,-0.399526773,0.007425742
CEP55,-0.746910133,0.166619812
KIF20B,0.268183928,0.849838522
EXOC6,-0.844499927,0.014393532
DBR1,-0.194588964,0.487429776
DNAJC13,0.329644303,0.073320912
ANXA7,0.049555786,0.631750849
ASCC1,-0.722012507,0.050489127
RPS24,-0.130884678,0.383726097
DNA2,-0.081532845,0.431915067
ATIC,0.698934472,0.000727202
SMARCAL1,0.173725025,0.133431841
SSB,0.975569528,0.71791223
PPIG,-0.050744424,0.036573902
IDH1,1.75370559,0.529700632
OLA1,-0.703093812,0.020634927
CIR1,-0.070457744,0.401797733
SSFA2,0.515495937,0.174376517
WDR12,0.218876655,0.10016943
ABI2,-0.065442793,0.567077643
ITGAV,-0.43624267,0.443669607
COX17,0.40569933,0.352954046
PARP9,2.608342628,0.001325482
USP8,0.090055655,0.020581953
SECISBP2L,-2.797675029,0.037098625
TMOD3,-0.082316289,0.071307898
SPPL2A,1.033522817,0.023926969
VWA9,-0.052110127,0.622092008
PPCDC,-0.420921978,0.189922564
SEMA7A,-0.700967308,0.008401147
UBL7,-0.163376573,0.55467799
HERC6,-0.274928894,0.574724108
HERC5,-0.472064663,0.046254148
AP1AR,-0.336023115,0.591820288
COPS4,-1.344115093,0.030148313
HNRNPD,-0.636421335,0.071108011
SEC31A,-1.174130525,0.003142038
AGPAT9,0.249253727,0.051732937
RAP1GDS1,0.111926376,0.44768746
LARP1B,-1.178866036,0.126474997
NAAA,-0.274324208,0.28347028
NUP54,-0.312355135,0.539319122
BMP2K,-0.492113271,0.853226223
G3BP2,0.344951785,0.989848246
Sep-11,1.442811367,0.353189945
FRAS1,-0.258369338,0.073950165
SCARB2,0.223625399,0.53673016
USO1,1.168253957,0.169310996
SHROOM3,0.08596733,0.322371975
ANXA3,-0.040797828,0.003247703
PPA2,0.200572052,0.496532333
CENPE,0.928886583,0.35092068
GSTCD,0.04635439,0.828725924
INTS12,-0.214928662,0.398494819
CASP6,0.017739396,0.856909094
HADH,0.647119585,0.818576342
PAPSS1,0.557231437,0.805019491
SEC24B,0.367907478,0.212639057
PPP3CA,-0.430943539,0.177926233
SLC39A8,-1.095743665,0.159426549
ETV6,-0.364236321,0.079639854
GABARAPL1,0.168729748,0.816156087
KIF21A,1.708037451,0.487017206
CPNE8,-0.472483431,0.662774646
YARS2,-1.226952047,0.007030347
FAM60A,-0.42659414,0.082885512
ETNK1,0.116931395,0.627389944
NDUFA9,-0.095392698,0.052615381
PEX5,-0.601267491,0.026111166
AMIGO2,-0.656578028,0.025839286
SCAF11,-0.069566631,0.190301401
LLPH,-0.16371696,0.441156331
GLIPR1,0.857041723,0.009712486
PHLDA1,-0.087904766,0.705492419
DUSP6,0.504317992,0.680667727
TMTC3,0.030567129,0.003035485
SNRPF,-1.06048579,0.376925406
NEDD1,-1.307308935,0.007327003
TDG,-1.414358747,0.067926924
SDSL,-0.895194376,0.400076923
MMAB,0.77146807,0.110672643
GLTP,0.199290622,0.865429519
GIT2,1.068982476,0.278318982
TCHP,-0.316634311,0.44095129
NUPL1,0.11002136,0.640032932
MTMR6,-0.596810388,0.000126237
SLC7A1,0.015066696,0.323604254
SUOX,-0.181470587,0.657191812
TARBP2,-0.138980346,0.018131289
SMARCC2,-0.033703135,0.002162819
KANSL2,0.89785254,0.028063559
CERS5,0.176830652,0.65955756
GALNT6,0.569354375,0.963634671
C12orf10,-0.242937276,0.000898133
ESYT1,-1.14092036,0.041032858
ANKRD52,-0.333712654,0.030638852
ESD,-0.51854936,0.951194238
RB1,-0.154032589,0.141148665
SBNO1,0.056809752,0.000220845
SETD1B,0.547783928,0.098927497
VPS33A,0.140257256,0.575699937
VPS37B,0.322462826,0.686653675
RHOF,0.537647356,0.805360012
DENR,-0.24673442,0.067282263
DIAPH3,-0.102666849,0.001230297
RBM26,-0.160147884,0.723250774
MBNL2,-1.061247257,0.123740174
CUL4A,-1.038994991,0.086466518
TMX1,0.004026716,0.541471364
FRMD6,-0.211956911,0.0007979
NAA30,-0.010498004,0.781634114
WDR89,0.083091434,0.696459571
PTGR2,-0.828925329,0.013322144
WARS,4.850773518,2.13E-53
MFAP1,-0.48788739,0.018202278
SORD,0.695508996,0.021508262
SERF2,-0.47135253,0.402713965
LYSMD2,-1.740793996,0.199942937
SRP14,-0.16945365,0.224407427
CDAN1,-0.854830457,0.550224849
TLE3,0.055747904,0.597462852
ANP32A,0.313352073,0.937306821
COMMD4,-0.066311336,0.419343397
ETFA,0.012116006,0.399780859
HMG20A,-0.459450771,0.005172015
WDR61,-0.00184076,0.627708721
MAN2C1,2.141972956,0.270259303
TPM1,-0.46711958,0.087570001
IGF1R,-0.490598062,0.381302804
PML,2.512477929,4.59E-16
SCAMP2,0.2749327,0.128807061
POLG,-0.288974115,0.001995454
FANCI,-0.438956557,0.817333194
MFGE8,-0.052930243,0.20934132
UNC45A,0.221950728,0.064298785
IQGAP1,0.481452612,0.001246045
CRTC3,-0.945302476,0.298148139
EFTUD1,0.070602241,0.010151553
SEC11A,0.286258589,0.613894136
GLYR1,0.054857322,0.578647231
PMM2,0.645666897,0.367346372
TGFB1I1,-0.103225651,0.060270216
C16orf58,-0.46675142,0.018013206
ARMC5,-0.575825679,0.042926581
PARN,-0.828365453,0.001092484
FTO,0.38936581,0.350329696
UQCRC2,1.444038891,0.14998141
ARHGAP17,0.250489993,0.133512138
DHX38,1.071702999,0.257919738
TXNL4B,-0.89613437,0.103206205
CPNE2,-0.433920419,0.495032238
KATNB1,-0.144623892,0.281993227
KIFC3,-0.766390459,0.078109797
GCSH,-1.01629503,0.031940553
CMTM3,-1.197180446,0.167746308
CDH11,0.029370531,0.030864452
MAP1LC3B,-0.998279368,0.045914797
TLDC1,0.433211398,0.93968893
RHOT2,-0.104801884,0.443520037
RPS2,0.419138345,0.357079516
NDUFB10,1.476502861,0.037259849
PDPK1,-0.554966616,0.024538354
TCF25,0.258084057,0.751449311
GALNS,-0.084921987,0.966148421
MED9,0.297246368,0.758503257
NCOR1,0.316411361,0.410249949
COPS3,0.065774571,0.097317977
CIRH1A,-0.418922874,0.00592173
RANBP10,-0.250857991,0.5742529
NOB1,-0.492696922,0.547717792
PRPSAP2,-0.175431749,0.000984126
TOM1L1,0.100562484,0.546468335
VPS53,0.127190133,0.148798669
NPEPPS,1.113435721,2.46E-08
SCRN2,-0.848816058,0.000120141
SSH2,-0.091871691,0.700688556
G6PC3,0.059800891,0.921028997
CLTC,0.977436816,3.15E-07
BCAS3,-0.332713228,0.630845888
PTRH2,0.059825113,0.048234784
SS18,-0.15845171,0.740565991
AFG3L2,0.833368339,0.064399585
IMPA2,0.138360152,0.870810134
SLC39A6,-0.64599363,0.008558779
RPRD1A,-0.744384318,0.036311151
GALNT1,-0.918464304,0.900480644
OSBPL1A,-0.640001712,0.169354274
GATA6,-0.197336372,0.423381021
C18orf8,-1.178100727,0.008963011
PELP1,-0.055344693,0.0055361
NPC1,0.298763943,0.769554142
ARRB2,-0.41975746,0.43170188
WRAP53,0.105481757,0.208125632
TP53,-0.611876424,0.452195041
ARHGDIA,0.353295682,0.013337806
SLC16A3,1.317311727,0.434909283
EIF4A3,-0.223215305,0.903353032
CSNK1D,0.678716171,0.712213604
TBCD,0.126473399,0.277522398
FN3KRP,-0.227660273,0.962129419
RPTOR,0.117627838,0.616008955
FOXK2,-0.038683489,0.493256477
TRIM65,-0.55270769,0.104854947
CBX8,-1.048241814,0.003332594
AZI1,-0.240699552,0.51307984
WDR45B,-0.49465089,0.354897489
CBX4,0.415032855,0.06228585
MBD1,-0.564554393,0.575686749
SMAD4,-0.35647516,0.000246756
PMAIP1,0.258875293,0.74810813
NT5C3B,-0.494829507,0.241505879
FAM134C,-0.417370524,0.058606306
ERBB2,0.061667089,0.828542703
MIEN1,-1.031665319,0.374982386
IGFBP4,0.714603807,0.000327663
BRD4,0.775363411,0.855800896
SLC39A3,-0.426836279,0.552764766
NFIC,-0.059402682,0.249459117
PPAP2C,0.085516635,0.907027771
PFKL,0.755699326,0.219238151
MVB12A,-0.031340354,0.336579568
SH3GL1,0.774367146,0.080145804
DUS3L,0.378823738,0.01336692
DPP9,-0.234550681,0.002941778
CCDC97,-0.330743448,0.523117479
IFITM3,1.441137694,3.38E-05
SOD1,-1.058769127,0.000564244
SCYL1,-0.654587366,0.01320589
APP,0.179973763,0.671573012
DOPEY2,0.050687426,0.455125032
URB1,-2.044382789,0.000929279
AKT1,-0.229396425,0.3963879
EMP3,-0.146578368,0.529773152
SAE1,1.065844761,0.885840452
GEMIN7,-0.41535857,0.365967351
ZNF787,1.058363296,0.003518096
C19orf52,-0.190156372,0.138188629
CARM1,-0.551723024,6.03E-06
EVI5L,-0.377089262,0.064929213
PSMB6,0.288525919,0.20745839
RPS11,1.047704288,0.307479076
RPL13A,0.023947875,0.957965058
CTU1,-0.288724955,0.153359808
NOSIP,-0.473118539,0.009614385
RCN3,-0.115210958,0.461960678
RERE,-0.843276744,0.012163545
EPHA2,-0.390692285,0.407198689
EFHD2,0.624590743,0.668818668
PEX14,0.025974331,0.779426378
PGD,1.878339995,0.041754176
SH3BGRL3,0.123800622,0.655790236
RPL11,-0.496485653,0.869586018
KIAA0319L,-0.314358193,0.358462638
MAP3K6,0.259368347,0.589596524
GPN2,1.11319722,0.367222197
HSPG2,-0.49939988,0.611984091
SERBP1,0.365688131,0.016428364
BCL10,0.229915516,0.65953941
CYR61,-0.977035563,0.000160827
PRKACB,-0.016672587,0.406389439
PIGK,0.202562122,0.264155481
RPS8,-1.727424164,0.588028024
KIF2C,-0.622618972,0.006886765
PTPRF,0.057933533,0.032393014
MTF2,-1.037005162,0.020235172
CTTNBP2NL,-0.048426006,0.078314365
STRIP1,-0.424131673,0.095873105
PSMA5,0.520627292,0.127754498
ALDH9A1,-0.005817642,0.190458718
ATP1B1,1.656505617,0.000784176
TIPRL,0.59333168,0.037243875
NME7,1.400094968,0.927917731
POGK,-0.413049692,0.105482658
MPC2,0.728368061,0.299494512
CREG1,-0.933568751,0.052552843
UCK2,-0.757987095,0.019861937
TMCO1,-0.293880209,0.030768373
POU2F1,-0.931608659,0.044306528
MGST3,-0.075896065,0.226450274
UFC1,-0.696456539,0.000486384
PPOX,-0.385200148,0.294519904
NUF2,-0.452113942,0.211449981
SDHC,-1.197792314,0.027187578
PFDN2,0.344135102,0.297714172
PRCC,-0.420278542,0.352487294
MRPL24,0.051012805,0.636337415
ISG20L2,-0.714075962,0.091920788
CRABP2,-0.243434631,0.526070325
HDGF,-0.613182918,0.771008515
ABL2,0.213880188,0.639654221
XPR1,-0.055109832,0.376227269
TOR1AIP1,1.36601332,0.212753259
LYPLAL1,-0.42081069,0.110560883
PRUNE,-0.094753589,0.673203437
TUFT1,-0.036678901,0.242965632
SF3B4,0.804211158,0.463955007
ECM1,-0.450345461,0.363230498
ZNF687,-0.197767155,0.416589305
TARS2,0.200870324,0.987019955
SNX27,-0.285182363,0.054163977
SETDB1,0.215429303,0.568661944
MCL1,-1.122431284,0.304087929
RFX5,-0.025029726,0.959083159
PIP5K1A,-0.970646829,0.000353847
ANP32E,-0.82151064,0.001335383
SELENBP1,0.247302146,0.072644244
CERS2,-0.167162836,0.042414575
ENSA,0.048980256,0.126010703
MRPL9,-0.28777772,0.399826017
ARNT,0.244772078,0.121123334
POGZ,0.69648582,0.601685675
GOLPH3L,1.794308542,0.617977038
DTL,-0.002681845,0.093741646
EIF2D,-0.37989785,0.007719751
INTS7,-1.572335159,0.045162062
SMYD2,1.733595934,0.063174159
TP53BP2,0.545727146,0.279601414
ADAM15,0.633201053,0.360069313
JTB,-0.277848806,0.714781838
RAB13,-0.493446674,0.554280809
TPM3,-0.037399704,0.194064767
SNAPIN,-0.285381668,0.022802497
UBAP2L,0.243316311,0.096493233
HAX1,-0.23515633,0.067419176
GATAD2B,1.516166365,0.87917019
ILF2,-0.036119101,1.72E-05
INTS3,0.43232347,0.095462192
C1orf131,0.046649078,0.886665202
GALNT2,1.457235826,0.048804716
TTC13,-0.614239252,0.011918516
SCCPDH,-0.126509278,0.00469147
CEP170,-1.337119772,0.002997928
ACP1,0.220188911,0.053222261
SNAP47,0.037665675,0.658180317
SRP9,0.238423116,0.017466522
NVL,-0.437105593,0.001237243
SDE2,0.371536218,0.755607336
DEGS1,0.10735054,0.23322096
FBXO28,0.752115618,0.088711853
ARF1,1.190932298,0.330045708
CNIH4,-0.299287373,0.419483205
GUK1,-0.175971884,0.139054372
CDC42BPA,-0.059685143,0.000359249
C1orf35,-0.497627223,0.00011385
PARP1,0.451676845,0.01747717
PYCR2,0.089980138,0.984043979
LBR,-0.730596333,0.011861314
EPHX1,-0.20882896,0.001915997
ETNK2,-0.945195453,0.040737268
PLEKHA6,-0.629159999,0.12690888
ARL8A,0.84985665,0.663545049
PDIA6,0.206508067,0.010672769
HNRNPLL,0.052829215,0.046834409
GALM,-0.660123359,0.246883391
EML4,0.229073795,0.415848392
CALM2,-0.337711164,0.250340317
CHAC2,-0.367570801,0.260404891
RPS27A,0.44824223,0.000889362
SNRPG,0.633226488,0.9790401
CIAO1,0.546978406,0.377231389
SNRNP200,1.361202615,5.58E-08
MRPS5,0.43696611,0.690136004
TPRKB,-0.395675691,0.213298272
EXOC6B,0.330975636,0.096995611
DUSP11,-0.484152595,0.489542818
RALB,0.609043484,0.097681676
SLC20A1,0.893854806,0.974655898
ZC3H8,-0.544948217,0.255026852
UBXN4,0.324824217,0.978641843
POLR2D,0.196943333,0.04409036
PKP4,-0.453190433,0.354550454
SCRN3,-0.347681227,0.39851389
KIAA1715,-0.015638682,0.26475533
UBR3,-1.047737686,0.150055866
GULP1,-0.441766987,0.310067962
HSPD1,0.584308675,0.000613533
NBEAL1,-0.481433403,0.314255642
SUMF1,0.731382553,0.059006452
COPS7B,-0.723948306,0.562540637
DIS3L2,-0.089492659,3.63E-05
FANCD2,-0.256651716,0.315027499
TAMM41,-0.446307539,0.004120781
RAB5A,0.109361114,0.610756938
FAM134A,0.056052789,0.967549148
CTDSP1,0.073615899,0.750679088
RQCD1,-0.339908377,0.000497559
GMPPA,0.304484702,0.851094076
EAF1,0.519635935,0.183788843
DYNC1LI1,0.639102202,0.002180679
RBMS3,0.237293014,0.569743126
OSBPL10,0.271337986,0.228855904
GOLGA4,0.078201987,0.478043564
CTDSPL,0.073615899,0.750679088
IQSEC1,0.80266065,0.546224179
RPL32,1.145948492,0.402458785
PTPRG,-0.326712043,0.000106713
UBA3,0.102462886,0.267892008
ARL6IP5,0.141895465,0.534572833
TMF1,-0.740274347,0.066139406
LIMD1,0.585171665,0.405838677
COL8A1,-0.898056039,0.000159663
PHLDB2,-0.064047307,0.275162792
ABHD10,-0.22248525,0.007433372
RABL3,3.286890108,0.597645775
ATG3,0.929537917,0.125687979
SRPRB,0.734594913,0.570460383
EIF2A,0.348133798,0.801203155
OSBPL11,-0.129414754,0.071795568
NCEH1,-0.260856016,0.127826158
LPP,0.998302568,0.491286314
VPRBP,0.026322476,0.00897164
MANF,0.040280834,0.148601328
EIF2B5,-0.52295031,0.003386337
FIP1L1,0.065287177,0.019735715
LYAR,0.000673961,0.459343697
CENPC,-0.3434638,0.37825734
OCIAD2,0.695732972,0.576314792
ENOPH1,0.228284396,0.82049875
TRMT10A,-0.119319112,0.627222156
CAMK2D,0.444010118,0.851318939
CISD2,-0.73301023,3.51E-06
ANK2,-0.448478287,0.23555407
SPATA5,0.431842845,0.182075254
CCNA2,-0.535595886,0.075068499
METTL14,-0.537653722,0.029913303
SETD7,-0.252990929,0.138229483
NAF1,0.308587653,0.118053794
RPS3A,0.843971368,0.881488668
CBR4,0.026928044,0.731627301
NDUFS6,0.481064951,0.052735871
MYO10,0.062411317,0.692712508
FAM105A,-0.249089727,0.629307039
RPL37,1.85040386,0.015578053
SKP2,-0.648429084,0.021389596
OSMR,0.185926261,0.729387932
PIK3R1,-0.329909316,0.542888127
RASA1,0.099147371,0.023856443
PPIP5K2,0.434109895,0.530509292
PAM,-0.307159637,0.124914287
GTF2H2,-0.235443886,0.193341508
BTF3,-0.431417995,0.001837848
TNFAIP8,0.032491359,0.473393754
COMMD10,0.433617598,0.309206959
ATG12,0.218606987,0.776917317
YIPF5,0.402982227,0.312331647
DDX46,-0.658134024,0.000306133
FBXO38,-0.188447561,0.099631638
TNIP1,-0.199280379,0.96768553
G3BP1,0.186130001,0.020140051
NHP2,-0.048568258,0.058835369
BOD1,0.339013996,0.649604187
FARS2,0.362003573,0.406257842
CDKAL1,0.064200779,0.386255248
ZMAT2,0.165545035,0.55667434
HIGD2A,-0.616938763,0.243380719
FAM193B,-0.555277904,0.327679582
MUT,0.110597161,0.00045056
ABT1,-0.282156567,0.289215359
PPP1R18,1.474843022,0.041717137
PRIM2,0.048952689,0.037435611
RPL7L1,-0.352065244,0.002107019
NFKBIE,0.320111309,0.070557007
TPBG,-0.316761534,0.119355254
PHIP,0.132712686,0.007498216
MMS22L,-0.71467609,0.030287648
PM20D2,-0.73293856,0.002634778
RARS2,-0.717311078,0.428909461
ARHGAP18,-0.695748771,0.233929057
ABRACL,-1.324089114,0.13696807
DYNLT1,0.640804561,0.431885923
WTAP,-0.257298657,0.076061364
ZMYM4,-0.415562491,0.444769015
C6orf211,0.805467963,0.030629318
GNA12,-0.560548923,0.085865974
C7orf50,0.698228357,0.866282214
CCZ1B,0.017307096,0.553405289
EGFR,1.244131581,0.525465066
CDCA5,-0.58371313,0.190300783
PURB,0.211829359,0.274441945
MDH2,0.149010454,0.005050918
GBAS,-0.561968034,0.194916438
CCT6A,0.422119067,0.159588307
PSPH,-0.232160565,0.696880162
ZNF92,-1.491084599,0.174727973
GIGYF1,-0.329394836,0.616743589
TRIM4,0.225267209,0.487526373
MEPCE,0.593016887,0.18912035
TMEM209,0.210507127,0.831230104
ZC3HAV1L,0.130285892,0.046928408
TLK2,-0.067128065,0.591938726
NOM1,-0.024329103,0.138488738
NCAPG2,0.155387915,0.106871481
C7orf55-LUC7L2,1.160613709,0.502312531
ATP6V1B2,0.384639275,0.000264668
CCDC25,0.351307041,0.244164708
BIN3,-0.299454261,0.316205254
CHMP7,-0.485612186,0.051474089
DOCK5,0.314934579,0.11795671
PROSC,-0.847715668,0.019359648
ERLIN2,1.107352211,0.544632681
TACC1,0.758206086,0.187961538
GOLGA7,-0.510024863,0.594772748
GINS4,-0.963947359,0.032392224
WHSC1L1,-0.229610758,0.251260382
MRPS28,-2.603658552,0.092357526
LACTB2,0.368651149,0.100383969
RPL7,0.32142247,0.365568085
MTDH,1.133563399,0.404734342
EBAG9,-1.082783901,0.214716277
POLR2K,-0.329445616,0.371520423
EIF3H,1.659856793,0.669196647
UTP23,-0.303604752,0.74710664
NDUFB9,-0.414505601,0.088753435
TATDN1,-1.037746751,0.039441548
ARHGAP39,-0.211229281,0.455987329
NAPRT1,-1.00815136,0.011067105
AK3,0.065366171,0.410491911
UHRF2,0.44911072,0.00510113
NFIB,-0.018070213,0.020352685
PLIN2,0.846446799,0.954104511
HAUS6,0.373188444,0.039491329
ZCCHC7,-0.299837508,0.821597803
SIGMAR1,-0.558355387,0.061046644
CBWD5,0.880475453,0.871593735
CEP78,-0.650371187,0.023822532
ZNF462,0.524800407,0.528372954
INIP,-1.06056786,0.008534873
UGCG,0.425048562,0.620325649
SNX30,-2.911533973,0.04751884
GSN,1.379513409,0.982632925
MRRF,-0.127239526,0.003476602
ALAD,-0.447082177,0.032882555
POLE3,-0.181554713,0.045248737
SURF4,0.353802446,0.661450184
SURF1,-0.267904094,0.561069749
SURF2,0.025707551,0.043729963
SURF6,-1.395335094,0.001981819
MED22,-0.009240427,0.801318075
REXO4,-0.461324244,0.37438732
RPL7A,-0.049795483,0.030718245
GTF3C5,0.030213725,0.085809311
ASB6,-0.546607326,0.064972638
PTGES2,0.653515126,0.04417147
NTMT1,0.474872422,0.038410168
CIZ1,-0.320348539,0.244741158
SLC25A25,-0.280755371,0.673805409
SH3GLB2,0.538187725,0.124371608
PTGES,-0.065867847,0.701910196
LRSAM1,-0.403894217,0.783370029
GPR107,0.438172725,0.020222592
C9orf142,0.250771199,0.549691725
SEC16A,-0.097046608,0.030600356
DPH7,-0.508294328,0.613795435
NOTCH1,-0.177248926,0.363228187
NACC2,-0.732150799,0.175452307
PROSER2,0.095341362,0.902509639
USP6NL,-0.18992512,0.579044849
COMMD3,0.582274559,0.035868012
MSRB2,-0.317282054,0.149780606
FAM188A,0.077841595,0.732165501
RSU1,0.02650868,0.387007569
PARD3,0.216707434,0.018086746
ZEB1,0.297110271,0.380243509
NRBF2,-0.172221922,0.930452769
POLR3A,0.446155785,0.315405602
HERC4,0.91402021,0.265655435
CAMK2G,0.140351554,0.370910128
GLUD1,-0.097004791,0.004016364
RPP30,0.007587093,0.108316663
FRA10AC1,-1.341013828,0.000638238
ADD3,0.495885552,0.30571593
DNAJB12,0.143306252,0.537273783
MKI67,-0.06919729,2.62E-08
MTG1,-0.18340987,0.684882054
GSTO1,0.692565861,0.188305107
ITPRIP,-0.088168916,0.341306832
PDCD11,0.87446841,0.361412731
RGS10,-0.174916841,0.003677906
BTBD10,0.225250989,0.491011511
LIN7C,-0.57572152,0.452365261
TUT1,-0.714315292,0.156011317
HSD17B12,0.432848519,0.530596216
APIP,0.102584568,0.645957277
DGKZ,0.042905911,0.802708198
EIF3M,-0.237924721,0.000116221
TNKS1BP1,-0.346137778,0.584998439
SSRP1,0.227782927,5.63E-06
PTPRJ,0.568038276,0.043296347
ARFGAP2,0.365893485,0.18040918
CELF1,0.092673328,0.043786583
C11orf73,-1.657397516,0.000245725
ENDOD1,-1.189867275,0.105181573
SERPINH1,0.572817275,0.000929223
INTS4,0.44990868,0.255077372
PAK1,-0.358878158,0.157121067
RPS3,1.412563445,0.356026323
TTC12,0.17195054,0.665696286
NPAT,-0.12397766,0.539346272
ATM,-0.080203889,0.017013745
AASDHPPT,-0.687086919,9.01E-05
LAMTOR1,0.061135366,0.967025553
HYOU1,0.236288352,0.167495971
DAK,-0.940971956,0.176809948
MTA2,0.878506214,0.210620637
FADS1,0.24867584,0.164503847
EML3,-0.536696176,0.035030258
INCENP,0.663576749,0.535533158
CPSF7,1.584381317,0.885477832
B3GAT3,-0.164132603,0.022037461
CHEK1,-0.440315519,0.137290015
ESAM,0.859500129,0.036071943
TAGLN,3.331594997,0.439339619
DSN1,0.210175575,0.082189117
SOGA1,-0.791388727,0.014692581
LSM14B,0.413467666,0.042436812
YTHDF1,-0.345322168,0.017610963
TRPT1,-0.750000737,0.250935919
NUDT22,2.526718105,0.426041627
PLCB3,-0.827576392,0.487135446
MRPL49,0.598634541,0.133742687
CDC42EP2,0.671067789,0.650262497
FAU,-1.100466829,0.062838381
FAU,-0.06248221,6.83E-05
VPS51,1.26352186,0.983667257
PPP4C,0.307940456,0.481595752
ALDOA,0.535233056,0.002633704
HIRIP3,-0.103260068,0.032714794
TAOK2,-1.665366484,0.047041007
HMGA2,0.405241484,0.862129307
ITGB1,0.717635005,0.266599203
CWC15,0.3437086,0.310410661
