ID,logFC,Pvalue
LARP4B,-0.502597177,0.021546793
GTPBP4,-0.359452675,0.119551311
BCCIP,0.051852411,0.927371966
MTPAP,-0.886677499,0.512504621
PITRM1,0.503228577,0.791343729
OBFC1,0.322373352,0.380758292
DKK1,-0.508413866,0.007281998
GLRX3,-0.065227227,0.00175926
FAM208B,0.723029231,0.141735369
XPNPEP1,-0.1637528,0.843291761
SMC3,0.38861144,0.108828004
SHOC2,0.244872873,0.440194079
TFAM,1.111261177,0.097780466
CCDC6,0.619272938,0.795103521
CUL2,0.222058638,0.032756019
CCNY,-0.073317438,0.220596959
UBE2S,-0.591095367,0.065299695
RPL28,0.843123923,0.182405186
ZMIZ1,-0.105495117,0.41148278
PPIF,-0.157781172,0.245371413
TSPAN14,-0.423991748,0.749445616
TBC1D12,-0.426630654,0.339834987
NUFIP2,0.417628661,0.154888576
GIT1,0.477291324,0.957952711
RPL19,0.110965398,0.478510152
UBTF,-0.801416474,0.244465683
PSMD3,0.214389025,0.231360643
CASC3,0.280738578,0.545103125
TRIM37,-0.122210286,0.926810618
DHX40,-0.444189077,0.901922819
KPNB1,0.723701544,0.02763345
GOSR2,-1.62313812,0.035720567
PNPO,-0.760272152,0.362304098
RPS6KB1,-0.267502,0.003378616
CDK5RAP3,1.093528121,0.994519441
CBX1,-0.360829143,0.316565121
RECQL5,1.912922788,0.187851073
GALK1,-0.25787429,0.219316973
INTS2,0.328026779,0.231404882
MED13,-0.518900279,0.03197973
ENO3,-1.627761527,0.635721505
PFN1,1.684703906,0.047212288
SLC25A11,0.347733429,0.122867067
RAI1,-0.344864215,0.2782347
NUP88,0.82819976,0.003554962
C1QBP,-0.527804178,0.21055955
BLMH,-0.071155556,0.001407185
CPD,-0.263268986,0.06127916
GOSR1,-0.29577158,0.419865661
CCDC47,-0.512613946,0.951183247
DRG2,0.248095416,0.027246893
FTSJ3,-0.110140296,0.537380492
AKAP10,-0.395597757,0.002186703
SMARCD2,0.093889724,0.048003239
SYNGR2,0.360277778,0.741262551
UTP6,-0.122923243,0.033279849
DDX5,-0.608353118,5.80E-05
C17orf75,-0.758204137,0.00396521
PSMD11,0.966214559,0.750866103
LGALS3BP,0.816486415,0.155366649
RAB5C,0.05844412,0.40197466
NAGLU,0.589378553,0.148402185
EZH1,0.210005198,0.091882014
PPP1R9B,1.797853379,0.110101221
MRPL27,0.318535779,0.012554593
VAT1,1.374345473,0.42309883
LRRC59,-0.536140499,0.001908194
LUC7L3,0.118302116,0.004486729
SMURF2,-0.914999922,0.302196629
DUSP3,-0.230958453,0.104397285
EFTUD2,0.896661421,0.004982363
PRKAR1A,0.121587064,0.085050481
YWHAE,-0.21964472,0.323327087
RANGRF,-0.934930327,0.168025328
DPH1,-0.376988109,0.123935493
DHRS7B,0.193195888,0.532906715
SLC9A3R1,0.204418465,0.7032836
IFT20,-0.654922789,0.150874673
TMEM97,-0.14517254,0.149736985
UNC119,-0.519200003,0.043767068
ALDOC,1.305347113,0.784494289
SUPT6H,-0.854868496,1.93E-05
RAB34,-0.247573273,0.027372855
PHF12,0.773455132,0.047125039
TMEM33,0.467517039,0.013356565
SLAIN2,-0.335624423,0.039661133
OCIAD1,0.270906627,0.051667623
LAMTOR3,-0.714859292,0.145506887
NFKB1,-0.485575676,0.009850216
AREG,0.25850203,0.113222584
UBE2D3,0.380875994,0.949459108
NDUFC1,-1.330826664,0.012178506
ZNF330,0.007242669,0.651117506
INPP4B,-0.650923505,0.000388723
RPL34,-1.669103942,0.002638033
WFS1,0.963935344,0.111997004
GRPEL1,0.5270504,0.653700559
GAR1,-0.302410214,0.432270997
FRG1,-0.443677329,0.098621295
CLCN3,0.34554094,0.275462989
GALNT7,-0.605169195,0.150563824
DHX15,0.132867137,4.09E-06
SEPSECS,0.009252611,0.907725507
WHSC1,-0.445569932,0.365369939
STIM2,0.565119877,0.46428401
MFSD10,-0.245150776,0.104473003
RAPGEF2,0.028285463,0.76881507
UFSP2,-0.250261301,0.040936638
KLHL5,-0.339540427,0.319326222
NCAPG,-0.545475953,0.000147471
UGDH,0.627489748,0.432490105
HTATIP2,0.50396663,0.000700549
CTSC,-0.064242301,0.843706827
ELP4,-0.181566967,0.838862549
ZNF259,0.476155933,0.62400971
MTCH2,-0.18388703,0.225655407
FNBP4,-0.657945932,0.425136294
HSPA8,-0.301464852,0.003994602
SNX15,1.196858647,0.046469402
LPXN,0.515630669,0.701617747
ATG2A,-0.343925845,0.065935835
EHD1,0.064655061,0.010125545
OSBP,0.490363245,0.071345723
UNC93B1,0.00917418,0.758769641
DCPS,0.054356888,0.836919361
FOXRED1,-0.025775292,0.131868061
PPP6R3,0.710423545,0.011414784
CPT1A,0.560324617,0.485412444
CCND1,-0.112097259,0.222848784
CCDC86,0.417858781,0.564020519
PRPF19,1.02949801,0.535878226
TMEM109,-0.687032594,0.125578784
TRIM3,-1.028435801,0.004432294
CHORDC1,-0.502937022,0.004985719
PANX1,0.270432571,0.196423778
ARHGEF17,-0.79268315,0.00033225
EIF4G2,0.430445231,0.000908074
BIRC2,-0.438344623,0.030218018
UBE4A,-0.196074113,0.000127261
DDX6,0.074281191,0.360284754
CBL,-0.308597287,0.000192655
PVRL1,1.431306252,0.262546226
FBXO3,-0.577607705,0.000432297
PDHX,-0.126631263,0.279879315
COMMD9,0.251994009,0.13816433
AMBRA1,-1.505210499,0.066169994
MADD,0.222242166,0.443231458
PTPMT1,-0.89156314,0.163721236
NAA40,-0.587562688,0.114797634
CARS,0.060350122,0.001978946
CD81,-0.252910364,0.19741761
SLC35F2,0.393797681,0.933556221
C11orf58,0.752023899,0.974517784
RPS13,0.867980735,0.005202747
AIP,0.454878503,0.353482541
NUP98,-0.409297785,0.000553166
NDUFS8,-0.051510625,0.084051692
TCIRG1,-0.201541288,0.353459714
CHKA,-0.55949952,0.472682193
HPS5,-0.515598296,0.177945022
GTF2H1,-0.517406917,0.004805222
PSMD9,1.349773344,0.495365065
PPFIBP1,-0.159400681,0.091712209
COQ5,0.564470802,0.255836978
CORO1C,0.521635326,0.006064295
KCTD10,-0.469386889,0.224726161
MLEC,-0.469308203,0.450466051
MVK,-0.37519493,0.061839072
CAMKK2,-1.027185735,0.027440892
ATP5B,-0.205397368,0.000152572
PTGES3,-0.058314818,0.318953469
RSRC2,0.236044796,0.187792655
KRT18,1.369181222,0.482817303
ACSS3,-0.514976391,0.231730415
TENC1,-0.466744708,0.043541121
METAP2,0.26951459,0.729873895
LTA4H,0.086737073,0.113988053
ARPC3,0.442566255,0.183770623
GPN3,-0.463911293,0.471494518
VPS29,0.449216817,0.128421754
ACAD10,-0.966043154,0.372234157
ALDH2,0.431222219,0.546176447
CDKN1B,-0.080609492,0.910386605
NAA25,-0.999103656,3.02E-06
LTBR,0.356701522,0.12347622
OGFOD2,-0.472532122,0.082011028
CDK2AP1,-0.219308269,0.228730363
OAS3,0.999101774,1.35E-07
OAS2,1.473149647,0.000385838
ARHGDIB,-0.602160661,0.000318043
GTF2H3,0.215918869,0.555007369
EIF2B1,0.638274634,0.115985118
DDX55,-0.517892563,0.007404936
SLC38A1,-0.093598,0.981085498
RFC5,-0.822594489,0.139591506
COPZ1,-0.43080471,0.315970559
CAND1,0.165415403,0.000863108
RAB5B,-0.424037449,0.143145695
NUP107,-0.385545508,0.017793921
CNOT2,-0.37261793,0.304824662
TIMELESS,-0.484656137,0.143384048
CPSF6,0.096064956,0.03977077
KRR1,-0.057731947,0.843007165
MRPL51,-0.741783846,0.003882896
GAPDH,1.314224491,0.003109125
NOP2,0.451175158,0.255439572
CHD4,0.684847701,0.447050843
UHRF1BP1L,1.305316144,0.566483283
COPS7A,0.247761766,0.509061751
CDCA3,-0.436191868,0.380271775
USP5,0.72468153,0.053141904
TPI1,-0.263778213,0.000106939
ENO2,0.420080818,0.995368582
ATN1,-0.293399277,0.376353786
C12orf57,-0.289611382,0.242763455
LPCAT3,-0.045452354,0.920761744
NT5DC3,-0.560090879,0.017274855
SUDS3,-0.145924673,0.839132778
GOLT1B,-0.657177207,0.242647746
LDHB,1.167920176,0.444559328
PRKAB1,-0.574800394,0.409551548
CMAS,-0.706988709,0.023147666
C2CD5,-0.172460259,0.072109104
RAB35,0.198817783,0.563239946
COX6A1,-1.286632867,0.038323814
RIC8B,-0.234794563,0.513821293
SRSF9,0.15893667,0.003020289
FGFR1OP2,-0.362466448,0.053342954
COL12A1,1.373374782,0.548970895
BTN3A3,1.325507986,0.005106797
TDP2,-0.711423985,0.073719415
RWDD1,-0.337663348,0.21813246
TMEM14C,-0.474925294,0.550683321
PAK1IP1,0.004454944,0.998619792
ASF1A,-1.261927366,0.021028393
RNGTT,0.350945736,0.598353096
MAN1A1,-0.389998635,0.592803102
SERINC1,0.15027983,0.433905781
HDDC2,-0.082645106,0.006307128
HINT3,-0.476141667,0.716971323
NCOA7,-0.604656748,0.23394137
SASH1,-0.029636313,0.734394734
MAPK14,0.540721646,0.732138542
KCTD20,0.583628234,0.599380785
STK38,1.074343842,0.846221356
SRSF3,1.144658463,0.587801926
SOD2,1.039264685,0.016359222
MCM3,1.878090946,0.972907901
MDN1,-0.109912233,0.000501833
RBM24,-0.941519742,0.045729871
CAP2,0.31719331,0.036387198
ZNF451,-0.305870752,0.6448311
BAG2,-0.869713075,7.43E-05
RAB23,-0.63649021,0.097837118
ASCC3,-0.646199817,0.000899487
MED23,-0.094851309,0.628665133
WASF1,-0.754217798,0.104783096
ALDH5A1,-0.192123818,0.867549536
AIM1,0.660097231,0.328285509
ACOT13,1.424581407,0.56964441
SMAP1,-0.025811107,0.140977587
RPS12,0.922409239,0.048754464
GMNN,0.252093227,0.004896598
SNX3,-1.503379479,0.00048397
HBS1L,0.516712051,0.07996499
TRIM38,0.223742792,0.580451355
FIG4,-0.270671875,0.121474452
KIAA1244,0.140867344,0.255242118
PHACTR2,0.122573302,0.572501756
SLC39A7,-0.333374936,0.296782666
PHF1,0.365488671,0.507820271
CUTA,-0.330381096,0.021312004
QKI,-0.325614523,0.03126058
CCND3,0.762610059,0.113633369
BYSL,0.001751632,0.096603517
FAM120B,-0.727951871,0.014172604
PPP2R5D,0.989416862,4.71E-05
MRPL2,0.077509044,0.169156491
PTK7,0.166564729,0.057460632
CUL9,3.468787713,0.252823774
DNPH1,-1.257357835,0.002703681
EXOC2,-0.404926127,0.00261014
COX7A2,-0.226667639,0.367848959
TMEM30A,-1.06570005,0.477840711
GMDS,-0.042575209,0.094516425
PRPF4B,0.087899776,0.177869366
TTK,0.146022177,0.15383774
SLC29A1,1.069855453,0.22367633
ERBB2IP,0.476398174,0.005993145
HARS2,-0.120101598,0.332567293
NUDT12,-0.207659505,0.465830342
CEP72,-0.029946103,0.931459722
MAN2A1,0.146116508,0.025436785
HMGCS1,0.553992166,0.000516718
DAP,-0.137740532,0.554820048
BRD8,0.176214734,0.217259765
KIF20A,-0.499991107,0.050741601
NNT,-0.475690265,0.217266859
HSPA9,0.747638095,0.318120128
MRPS27,-0.066508919,0.000975775
PFDN1,-0.339831195,0.562741194
HBEGF,0.45579522,0.092752742
TMCO6,-0.554147913,0.187577504
IK,-0.056041049,0.080030046
COL4A3BP,-0.938420803,0.618615508
FAF2,-0.060929242,0.02489473
THG1L,0.843380207,0.646450493
CLINT1,-0.140524433,0.000962463
CNOT6,-0.043623589,0.688481338
TTC1,1.17157862,0.407647701
MSH3,-0.296952817,0.241320539
POLR3G,-0.823724882,0.092061684
DROSHA,-0.540547316,0.278797548
LMNB1,0.757739066,0.14720595
GOLPH3,-0.010108877,0.0010259
SUB1,1.009504486,0.026644354
FAM172A,-0.241664457,0.162445692
TARS,0.736499882,0.001537127
LNPEP,0.501220313,0.667857462
RAD1,-0.615146666,0.428332556
BRIX1,0.302922977,0.003632468
SLC12A7,0.100209894,0.561179036
RAD50,-1.366137536,0.257341251
GNPDA1,0.161394599,0.88042013
SKP1,1.205527745,0.053577642
NUP155,-0.126192532,0.024490845
PPP2CA,-1.730474531,0.005467829
NR3C1,-0.438989013,0.008884061
PPWD1,1.027055872,0.516275362
TRAPPC13,-0.415486247,0.01444565
SEC24A,-0.791565502,0.022087765
TXNDC15,0.031313695,0.126745574
RARS,1.537794166,0.010503659
H2AFY,1.126809935,0.786444485
TCERG1,-0.204788465,0.010235954
DPYSL3,0.40412831,0.231297308
SMAD5,-0.631843124,0.523993598
CSNK1A1,-0.482478801,0.132364878
ERGIC1,0.397197144,0.918020718
BNIP1,-1.117192275,0.02601454
CPEB4,-0.459622163,0.049350875
DBN1,0.419345034,0.927221232
ZNF346,0.094470055,0.785088654
EHHADH,-0.144792367,0.685231734
SMC4,0.460807577,0.160277782
SELK,1.692303981,0.234542681
ACTR8,-0.306511397,0.042475222
TIMMDC1,-0.114597535,0.828921863
CRBN,-0.082213005,0.468584718
ARL6,0.082339815,0.869408576
AMOTL2,-0.124897335,0.269242078
NIT2,-0.568348217,0.000875671
FAM162A,-0.613758553,0.579161043
KPNA1,0.446237495,0.577913583
UBE3A,-0.339475881,0.010118611
ARMC8,-0.208042344,0.050498645
RNF7,0.274248325,0.20123208
XRN1,0.497870702,0.006274963
PDCD10,0.050335527,0.099378074
PRKAR2A,0.562694802,0.034460911
USP4,-0.639829985,0.095487053
ACAP2,-0.491376979,0.012222741
ECT2,-0.506069046,0.000259952
GNAI2,0.459177541,0.413758706
TFG,0.693827804,0.036923854
TUSC2,-0.500922708,0.395357222
RPL24,-0.346236574,0.001018609
CYB561D2,1.813991677,0.032342374
FXR1,0.947433919,0.555190484
CBLB,-0.730310852,0.193723364
BBX,-0.00509176,0.054067811
GNB4,0.211629486,0.798317088
GBE1,1.266904257,0.047672426
UMPS,0.499772261,0.009888422
NCBP2,-1.239463402,0.000168565
SNX4,-0.476822677,0.515560403
C3orf52,-0.134741478,0.613899533
SLC41A3,-0.366378219,0.665520406
PLXNA1,-0.077242125,0.590222797
ATP6V1A,-0.05605854,0.127057466
PODXL2,-0.614623988,0.22586395
SCAP,-0.393203907,0.599144732
MRPL3,0.155715359,0.070813528
MAPKAPK3,-0.341114765,0.108171909
WDR48,-0.890095489,0.089153513
COMMD2,-0.747727273,0.020740487
GORASP1,-0.045500863,0.730377321
RRP9,1.294369999,0.637656873
ABHD14B,0.039072666,0.97505573
ARHGEF26,-0.377528613,0.16090928
SSR3,0.535966787,0.261307384
NKTR,-0.611672698,0.115430599
FOXP1,0.404648521,0.331857938
EIF4G1,1.193849787,0.06026643
SPCS1,0.87470746,0.006076893
NEK4,-0.012839859,0.969517949
EEF1B2,-0.660640875,0.012963181
DGUOK,-0.252170061,0.925739753
MOB1A,0.317185927,0.852833929
KANSL3,-0.367751091,0.254350114
LMAN2L,-0.639785942,0.045921799
RTKN,0.170450313,0.260543302
TTL,-0.526557164,0.010577284
PIKFYVE,-0.016098967,0.753006381
FAHD2A,-0.09631808,0.991854976
NCL,-1.193343145,2.79E-05
ACTR1B,0.211851991,0.867843832
ACTR3,0.650655038,0.443572691
STEAP3,0.4645722,0.018739931
SF3B14,0.267288635,0.524232967
TP53I3,-0.092130331,0.066891906
STAM2,-0.006161246,0.903244985
GPD2,-0.987706082,5.38E-06
CENPA,1.783355077,0.079057147
TANC1,0.081481089,0.101327627
MPV17,0.09497604,0.932386302
GTF3C2,0.341419978,0.333601678
EIF2B4,0.128249006,0.062329633
NRBP1,-0.088004179,0.031821006
PSMD14,0.060143204,0.134902749
SNX17,-0.18124811,0.229074903
PPM1G,1.232974517,0.456417313
REEP6,-0.23090224,0.573547545
IFIH1,0.616128179,0.550873549
RPS15,0.789429646,0.887787705
GCA,-0.313180183,0.198544991
INO80B,-0.241767633,0.631778817
MOGS,-0.383601372,5.12E-05
NDUFS7,-0.596005354,0.215966552
SPTBN1,1.325990553,0.228016388
AUP1,0.148119099,0.130803928
RTN4,1.221604201,0.697950531
HTRA2,-0.279158608,0.761886652
DOK1,-0.399437804,0.01926407
GALNT3,0.235123905,0.743108103
POLE4,-0.195883659,0.930725953
CCDC88A,0.318197319,0.616433684
EVA1A,-0.349336652,0.055696326
MRPL19,0.188737947,0.016763046
LANCL1,-0.970311455,0.099864476
WDR75,-0.363075851,4.46E-05
EFEMP1,-0.719958799,0.078297737
FN1,-0.322725184,0.480107426
STAT1,2.030293434,3.03E-52
GLS,-0.171160484,7.85E-05
PAPOLG,-0.350620347,0.141727897
UNC50,-0.099981315,0.749908116
USP34,0.037736585,0.031036051
EFHD1,-0.312973221,0.317421993
CCT4,0.56439465,0.274887939
GGCX,0.760761337,0.253913291
EHBP1,0.061395422,0.001118164
TXNDC9,0.262787036,0.763592373
COQ10B,-0.634121217,0.175180008
SF3B1,0.010929194,0.141723514
PDCL3,0.538102651,0.321056211
MOB4,0.5893492,0.475308333
HSPE1,-1.614085461,0.755274655
CHMP3,0.982986078,0.744005603
FHL2,0.441506418,0.756818662
MLPH,-0.102064476,0.782568589
UXS1,-0.872379636,0.264174132
HDLBP,0.005143207,0.03367356
PPP1R7,0.228637567,0.052590949
PASK,-0.419132653,0.142972911
STK25,0.263207024,0.477053179
HPCAL1,0.039003752,0.906748014
BIRC6,-0.166670879,0.000936218
NOL10,-0.425152243,0.004778688
GORASP2,1.704301559,0.509025113
STRN,0.135422705,0.269390119
CEBPZ,0.537846556,0.009443992
RAB3GAP1,-0.015715123,0.558027707
SLC25A12,-0.155801571,0.098455649
RMDN2,-0.346547179,0.292239155
DARS,1.099581717,0.194140547
SRSF7,0.96772034,0.297761956
SDC1,0.367996079,0.343503023
SLC1A4,0.080827237,0.950421336
WIPF1,0.540607234,0.585548584
ORC2,-0.519887977,0.392797404
COX7A2L,-0.449155715,0.423368687
PNO1,0.392454328,0.002894086
ORC4,0.108138386,0.543311091
RND3,-0.700699876,0.005401175
ATF2,-0.064841975,0.988333473
THADA,-0.143869684,0.004583744
AAK1,0.904467023,0.402234076
TIA1,-0.005451568,0.934076974
PCYOX1,-0.049608268,8.68E-05
SUMO1,0.182416371,0.933192463
MSH6,1.017708231,0.018306152
SPR,0.476654137,0.04826883
FARSB,-0.015889494,0.00327306
ALMS1,-0.230485891,0.069882478
DHCR24,0.250250087,0.055488627
CACYBP,0.008553876,1.68E-05
SCP2,0.813787751,0.172284543
RALGPS2,-0.047497521,0.998705525
FAM20B,0.217209702,0.118778153
TMEM59,0.406381325,0.698958605
LRRC42,-0.360458868,0.198032388
WRAP73,0.37539269,0.540341508
MRPL37,-1.272108228,0.000684154
ICMT,-1.238514487,0.164990964
RPL22,0.719765489,0.452867296
QSOX1,-0.064726862,0.000140992
STXBP3,0.348915668,0.792320243
ERRFI1,-0.388758538,0.633260936
PARK7,-1.459617928,0.811965907
AMPD2,-0.733006932,0.07022997
SRSF4,-0.045240384,0.218454172
MECR,-0.064177212,0.494644072
EDEM3,-0.834355467,0.026960354
WDR77,-0.464179968,0.081893125
ATP5F1,-0.358103664,0.035266606
RAP1A,-0.503411075,0.046672957
HDAC1,1.132070081,0.729702494
CAPZA1,0.580561935,0.15775099
SCAMP3,1.699788275,0.022625655
SFPQ,0.111013984,0.010514884
GON4L,0.29399959,0.387205103
ARHGEF2,0.564467116,0.000215811
LAMTOR2,0.554420434,0.011547155
MEF2D,-0.266779175,0.769709465
DOCK7,0.584562109,0.055026712
SRM,-1.106737564,0.005106608
C1orf21,-0.313998381,0.200293792
MAD2L2,-1.382176119,0.099021189
IVNS1ABP,-0.512826872,0.161740167
KIAA2013,-0.547783044,0.82714456
MFN2,0.103263885,0.159177266
SMG7,-1.008811215,0.143756973
NCF2,-1.088545871,0.042020612
PLA2G4A,-1.208841633,0.299986959
WLS,0.161681134,0.824635686
TROVE2,-0.029847848,0.492587951
UCHL5,-0.411440415,0.029292045
BCAS2,0.464805966,0.060712467
SRSF11,0.443314414,0.905482048
CTH,-0.933978464,0.000187676
AGMAT,-0.655595938,0.358274737
CRYZ,-0.295430612,0.646098624
CD58,0.563906723,0.763803874
TTF2,-0.709556256,0.07146806
TMEM9,0.563954938,0.017046196
ADPRHL2,0.537589103,0.104809853
MAP7D1,0.264200242,0.182639601
WARS2,0.395915545,0.048618135
MRPS15,-0.095174009,0.61287701
EXOC8,-1.298575046,0.007234693
GNPAT,0.302572175,0.819350836
TSNAX,0.008807278,0.00661748
C1orf109,0.242921316,0.878372432
RRAGC,0.118588132,0.470329694
LGALS8,0.368023035,0.445533276
MTR,-0.53033982,0.004663202
AKT3,-1.465554232,0.000177843
ACADM,-0.082748293,0.662513061
LPHN2,0.112950726,0.549734383
SDHB,-1.183196675,0.746036251
RPF1,-0.690572853,0.103734374
UAP1,0.907617316,0.00434211
SSX2IP,-0.139058313,0.673332372
ZNHIT6,0.047194865,0.817820989
RBBP5,-0.197964039,0.021296213
GBP3,0.26500822,0.270503253
GBP1,4.431457216,5.55E-45
GPR89A,-0.42429121,0.198552554
RAB7L1,0.011979449,0.738245062
ECE1,1.588556756,0.466118283
HMGCL,0.022808438,0.72660022
GALE,-0.580144613,0.001324413
CD46,0.223349047,0.120094625
PRPF3,0.384007398,0.308163587
APH1A,-0.251021936,0.980858934
LEPRE1,0.043473834,0.110290271
SLC2A1,-0.245532799,0.069214993
EBNA1BP2,-0.464217839,0.015417002
CDC20,-0.345561082,0.62991785
IPO13,-0.199455092,0.436645938
ERI3,0.17368364,0.830078973
AKR1A1,-0.128431015,0.724658703
PRDX1,0.886054132,4.71E-07
SLC19A2,-0.827329483,0.021321905
NSUN4,-0.134839575,0.008037684
TMED5,0.546828903,0.129210766
DR1,0.271036033,0.859954679
CNN3,0.323984976,0.002202692
PRRC2C,0.26095211,0.164988958
F3,-0.087980343,0.482975386
ABCD3,-0.058621969,0.04143254
VAMP4,-0.663198318,0.165839134
DPH5,-0.850710645,0.134255568
PTBP2,0.119923654,0.361364756
PRDX6,0.058604244,7.15E-05
DARS2,0.189071761,5.16E-05
DIEXF,0.315314966,0.06746197
SYF2,-0.750050987,0.00059314
SLC35A3,-0.272797134,0.050613764
RCOR3,0.05684938,0.779397202
STMN1,-0.148915078,9.03E-05
MTFR1L,-1.053991497,0.024199539
RPS6KA1,-0.538155747,0.43824333
DHDDS,-0.541212887,0.061137595
NENF,-0.121180799,0.106715059
NSL1,0.037359034,0.681915408
ARID1A,0.655055483,0.086803871
CENPF,-0.549895781,5.60E-10
RPA2,0.168349534,0.206253049
PPP1R8,-0.286064887,0.224543452
STX12,0.432152472,0.868558187
OSBPL9,-0.096637437,0.526358355
TXNDC12,0.73045045,0.368430293
ESYT2,-0.35879534,0.325117807
CD3EAP,0.105190003,0.461239884
MESDC2,0.746773801,0.70825242
RCN2,-0.31485809,0.006304424
CTSD,0.262125102,0.262767295
STAG1,-0.139457542,0.611440218
KMT2A,-0.29243817,0.010979472
IFT46,-1.544154267,0.003961361
APOA1,1.303257882,0.275879436
RPS25,0.205832217,0.00042484
KIF14,-0.457542066,0.148009879
DDX59,0.067227537,0.300563499
CAMSAP2,-0.444983291,2.22E-05
ATF6,-0.12545697,0.460240145
FASTKD2,-0.428019644,0.102648299
NRP2,0.251887514,0.553339249
CREB1,0.380513232,0.270534535
B4GALT6,0.135919087,0.919497055
SPCS2,0.64115716,0.647138583
HMGN3,-0.304152483,0.297016212
UBE3D,-0.475743299,0.42678866
PHF3,0.072614583,0.427801034
FBXO30,-1.162923273,0.006212902
RAB32,0.84057931,0.004508518
CTGF,-0.215963032,0.019186198
MED28,-0.078596477,0.155771545
SLC16A7,-0.201352179,0.566786038
VAMP8,2.397052401,1.40E-06
MYL12B,-0.647636789,0.015499653
RPN2,0.53368931,0.002767026
FAM47E-STBD1,-0.310568157,0.097954291
MFSD1,1.561293536,0.543636871
RAB3GAP2,-0.667172678,6.41E-05
PPL,-0.37801882,0.436393705
UBN1,-0.039535261,0.744286802
UCHL3,-0.072098064,0.749665158
HS1BP3,-0.305735566,0.233911279
WDR35,-0.255557266,0.426602175
CYP20A1,-0.622943194,0.723587306
NDUFB3,-1.808452109,0.262284341
GTF3C3,-0.596245116,0.346224316
SATB2,-0.284823633,0.13544881
UBE2B,-1.80491455,0.162864323
TJP2,-0.505872183,0.001506016
CPSF3,-0.429020895,0.848909599
C1orf198,-0.180865061,0.521607016
HEATR1,-0.170874149,7.32E-06
PTBP3,0.97955681,0.375187356
RAD23B,1.144021358,0.463824862
FKBP15,0.758298382,0.95772995
CTNNAL1,-1.120792918,0.024015593
WDR34,-0.475200218,0.046479675
SET,0.046264793,0.427057399
PPP2R4,0.430190781,0.303787131
GLE1,-0.081074065,0.004307876
RAB14,-0.299487839,0.000401656
TRIM32,0.298059564,0.901864845
PHF19,-0.479470057,0.183335473
NEK6,0.344909314,0.292167497
PPP6C,1.062990024,0.947014719
NDUFA8,1.284269859,0.743525311
HDHD3,0.182768603,0.103229842
HSDL2,-0.033490791,0.08292387
MAPKAP1,-0.75577718,0.257345718
INVS,-0.395484676,0.071285368
ALG2,0.651877171,0.154416189
KDSR,-0.094114604,0.756576209
VPS4B,-0.337536898,0.170140502
C19orf25,-1.080997101,0.105133977
YLPM1,1.601236617,0.048845173
FCF1,0.320225498,0.127434636
NEK9,-0.621632955,1.26E-05
ACYP1,0.025511429,0.083456099
NPC2,0.140301796,0.603074414
DNAL1,-0.530711373,0.064944011
IRF2BPL,-0.072789819,0.174792883
DLST,0.250404056,0.003551016
SLIRP,-0.626386795,0.029569267
RBM25,0.738217203,0.087584725
ALDH6A1,-0.493202599,4.33E-07
EIF2B2,-0.261705727,0.002139177
NRDE2,-1.452581373,0.217490196
COQ6,-0.43967747,0.190963604
SUPT7L,0.36873406,0.28645797
TMEM214,-0.281783906,0.69073218
ATL2,0.333119519,0.411174996
YPEL5,0.044495498,0.721359485
FAM98A,-0.110296346,0.627039177
YIPF4,-0.577134974,0.14610439
AFTPH,-0.846436082,0.066234401
LGALSL,-0.432541521,0.341725303
CRIPT,0.053263024,0.795760958
EPCAM,0.11562067,0.654995307
OGFRL1,0.034653281,0.454250668
IDE,0.153981181,0.001933033
IFIT3,1.299516735,1.23E-07
IFIT2,1.408401584,5.46E-05
GPAM,-1.079793041,0.006027119
CUTC,0.401778328,0.093841466
PYROXD2,-0.680973335,0.095036375
SMNDC1,-0.221630925,0.7709544
C10orf88,-0.380847979,0.302587653
HELLS,1.033564344,0.636990118
FAM45A,0.188329373,0.849233023
WDR11,-0.671184594,0.005518388
C10orf76,0.032557474,0.928731165
GOT1,0.308168124,0.501406951
GNA13,-0.705128135,0.017818045
KANSL1,-0.408799303,0.23029119
PANK3,-0.564440383,0.010715264
RCL1,0.260597989,0.713350112
CAAP1,0.100444131,0.436654512
CD274,-0.1175016,0.436127103
NUP43,0.082241155,0.027903549
MTHFD1L,-0.142779393,0.00479276
PCMT1,1.384243068,0.881604463
WDR55,-0.356545441,0.041245759
ARAP3,-0.268477214,0.014445795
PCDHB8,0.009613544,0.99369408
MRPS14,0.058961488,0.450558674
GORAB,-0.814906079,0.02038773
ACAT2,-0.808302292,7.57E-07
TCP1,0.413762562,0.057333503
NUDCD1,-0.781707689,0.252526517
ENY2,-0.736495053,0.023495072
MASTL,-0.401593009,0.004634065
TAF12,0.567735255,0.087873949
DNAJC15,-0.543820524,0.186814069
UFM1,1.128229504,0.315633768
WBP4,-0.312845201,0.002265075
ELF1,-0.289422655,0.480471683
HSPH1,-0.484231311,4.02E-07
ALG5,-0.092232718,0.053642977
EXOSC8,0.158349995,0.070452934
ETF1,-0.04889336,0.000127218
FAM53C,1.742542223,0.12487598
SIL1,0.209635355,0.799975229
PAIP2,-0.964817616,0.070173378
KDM3B,-0.044538321,0.00209184
PLS1,0.19913201,0.991595054
NR2C1,0.721001083,0.10585861
UTP20,-0.196050405,0.000636571
TMPO,0.85924086,0.967527467
TMPO,-1.07682362,4.38E-05
ARL1,-0.550874115,0.030422064
NFYB,0.081522031,0.746169669
